MRT	0x00000029
abductSpeedLowAltitude	0x065BA2CC
abductSpeedHighAltitude	0x065BA2DC
dropOffSpeedLowAltitude	0x065BA2F3
dropOffSpeedHighAltitude	0x065BA2F6
GrobHouseInstance	0x065CCE6D
GrobFactoryInstance	0x065CCE70
GrobEntertainmentInstance	0x065CCE73
GrobGroundVehicleInstance	0x065CF1B6
GrobAirVehicleInstance	0x065E3A82
GrobWaterVehicleInstance	0x065E3A85
timelineEventCanWrap	0x065E6C46
editorMaxBudget	0x065E9BE8
itemUnlockableIcon	0x065F9E78
itemUnlockableLayout	0x065F9E79
itemNotUnlockableIcon	0x065F9E7A
itemNotUnlockableLayout	0x065F9E7B
modelNoAmbientOcclusion	0x065FC9AB
eventAwardSubCategory	0x065FDED2
editorAllowPublish	0x0660A318
feedListItemKeyList	0x0662081E
itemEnabledLockedRollover	0x06626A29
itemAlreadyOwnItIcon	0x0663AEFF
tiledScrollPanelCenter	0x0663D83F
tiledScrollPanelTilesPerRow	0x0663D899
tiledScrollPanelMarginX	0x0663D89A
tiledScrollPanelMarginY	0x0663D89B
tiledScrollPanelGapX	0x0663D89C
tiledScrollPanelGapY	0x0663D89D
editorMinimumLoadBudget	0x0664EA09
solarAutoZoomRateOutMin	0x0665ED99
solarAutoZoomRateOutMax	0x0665ED9C
validationSporepediaViewableLargeTests	0x0665F744
compoundSpaceWord12	0x06664A3F
compoundSpaceWord23	0x06664A52
verbIconLockedImageKey	0x06669C51
creatureAbilityLockedDescription	0x06669C7C
paletteItemHeaderIconID	0x0666B54E
spaceBuildingCaptureMultiplier	0x066745EE
spaceCaptureMinBuildingFactor	0x066745F2
spaceCaptureMaxBuildingFactor	0x066745F6
modelCapabilityCellGameSpeed	0x066783B4
verbIconEnforceMaxLevel	0x06678623
verbIconMaxLevel	0x06678640
feedListItemUniqueID	0x06678DF3
RelationshipEventSpaceTradeRouteSpice	0x0667AF08
verbIconPaletteOverrideIconID	0x0668B0A0
ufoSolarMinPlumpDistance	0x066CF309
ufoSolarMaxPlumpDistance	0x066CF318
ufoSolarOffsetMin	0x066D06A5
ufoSolarOffsetMax	0x066D06A9
ufoSolarOffsetMinDistance	0x066D06C0
ufoSolarOffsetMaxDistance	0x066D0769
ufoGalaxyOffsetMin	0x066D0883
ufoGalaxyOffsetMax	0x066D0885
ufoGalaxyOffsetMinDistance	0x066D0888
ufoGalaxyOffsetMaxDistance	0x066D088C
badgeGroup	0x066E4315
editorGeomInfoKeys	0x066F235B
editorGeomInfoScores	0x066F235C
editorMaxGeomScore	0x066F72AE
timelineEventStackEvents	0x066F843B
modelPrebakedAssembledContent	0x066FADBD
nounDefinition_RotateAroundYWhenHeld	0x0670F1AF
debug_favoritecheatnames	0x0671BDCA
debug_favoritecheats	0x0671BDCB
tradeRouteShipIntervalSolar	0x06722BC7
spaceToolShowCollectedOrUnlockedText	0x06723E59
ufoGalaxyUseWarp	0x0672734F
editorDaisType	0x067331DA
editorDaisRadius	0x06733247
planetStaticRocks	0x06735ED4
planetPhysicsRocks	0x06735EE5
nounDefinition_TerrainThemeOverride	0x067364BA
editorPlayModeBackgroundSet	0x0673A6E1
validationEditorLoadableTests	0x06779140
validationSporepediaPlayableTests	0x06786653
dialogCalloutLocationHorizontal	0x0678B195
dialogCalloutUiIdSpaceTool	0x0678B59A
OptionCellControls	0x0679B833
OptionCreatureControls	0x0679B85E
OptionTribeControls	0x0679B868
OptionCivControls	0x0679B873
OptionSpaceControls	0x0679B880
spaceStolenSpicePerSecond	0x0679F151
spaceTurretNPCDamageMultiplier	0x0679F157
spaceBGCamNear	0x067A058F
spaceBGCamFar	0x067A0598
spaceBGCamFOV	0x067A059F
minOutpostDefenders	0x067B69C4
maxOutpostDefenders	0x067B69D0
minColonyDefenders	0x067B69D8
minHomeworldDefenders	0x067B69E3
maxColonyDefenders	0x067B69EB
maxHomeworldDefenders	0x067B69F1
modelBakeMeshBudget	0x067B804D
validationSporepediaEditableTests	0x067B80BC
modelFloraCutawayHeight	0x067EF6B0
spaceDestroyOnCaptureChance	0x068086E9
spaceOutpostDestroyOnCaptureChance	0x068086F3
eventRemoveOnContextChange	0x0680959A
modelBakeTextureDilate	0x0680A2B1
spaceUITerraformRingColorOff	0x0680FAE3
spaceUITerraformRingColorLocked	0x0680FAE4
spaceUITerraformRingColorEmpty	0x0680FAE5
spaceUITerraformRingColorPlants	0x0680FAE6
spaceUITerraformRingColorFull	0x0680FAE7
spaceUITerraformDotColorT0	0x0680FB1B
spaceUITerraformDotColorT1	0x0680FB1C
spaceUITerraformDotColorT2	0x0680FB1D
spaceUITerraformDotColorT3	0x0680FB1E
shadowNightLightStart	0x0681A110
ufoAccelerationBankBonus	0x0681B1AA
surrenderChance	0x0682EDE3
surrenderChanceNearDeath	0x0682F155
creatureExtentsContributionScale	0x06838638
editorMaxBlockCount	0x0684A675
modelCapabilityDefaultAnimWeights	0x0684D16C
spaceHazardDamagePercent	0x0684D699
spaceHazardDamagePercentPerSecond	0x0684D69C
spaceHazardDamageNPC	0x0684D6B8
spaceHazardDamagePerSecondNPC	0x0684D6BA
spaceHazardDamagePercentNPC	0x0684D6BD
spaceHazardDamagePercentPerSecondNPC	0x0684D6BF
OptionDownloadSize	0x0685A63C
OptionUpdateLimit	0x0685A785
OptionUpdateLimitDays	0x0685A821
toolProjectilePassThrough	0x0685F767
modelCreatureStaticPoseWeight	0x06861C1E
minPeaceOfferMultiplier	0x0686E2A4
maxPeaceOfferMultiplier	0x0686E2A8
toolGalacticRelationshipDelta	0x0686EF4E
toolGalacticRelationshipRadius	0x0686F4B2
terrainScriptAmbientBrushes	0x06875CFD
totalFlashTimeMS	0x0689FA1B
flashMaterialName	0x0689FA1C
flashRecursive	0x0689FA1D
RelationshipEventSpaceAlliedWithGrob	0x068B2938
RelationshipEventSpaceCommittedAtrocity	0x068B2971
spaceTradingChanceBlueEasy	0x068B6579
spaceTradingChanceBlueHard	0x068B657A
spaceTradingChanceRedEasy	0x068B657B
spaceTradingChanceRedHard	0x068B657C
spaceTradingChanceYellowEasy	0x068B657D
spaceTradingChanceYellowHard	0x068B657E
spaceCheatTools	0x068C20E1
galaxyDustEffectLerpMS	0x068C45D1
galaxyMaxZoomDustColor	0x068C4614
shadowNestCameraRange	0x068CE755
minTributeMultiplier	0x068D6965
maxTributeMultiplier	0x068D696B
CastingManager_MaxHerdsActivatedPerInterval	0x068DC104
modelCreatureEffectOffset	0x068DE7A9
modelCreatureEffectOffsetFixY	0x068DE7AA
modelCreatureEffectOffsetFixZ	0x068DE7AB
shadowAwayBias	0x0692E9AA
spaceHazardHitEffectNPC	0x06932A26
EventLogIconicModeTextDuration	0x06941A38
toolIsSuperWeapon	0x069423B2
planetAtmosphereOnly	0x0696CB45
modelShouldCheckParentlessForValidation	0x06A96F17
badgeEmpiresize	0x06F7F0ED
spaceToolScrollTimeSecs	0x07AE5959
timelineEventGameLevel	0x091AD064
palettePageSequenceNumber	0x09591F67
AudioVOXVolume	0x09A0474A
footcurvemasstopitch	0x0A15B885
badgeReqFoodWebsComplete	0x0AACB7E2
Attack	0x0AC4AEED
browserSortAllowChildrenType	0x0B930AF3
ChooseAssets	0x0C34BC7D
EventLogDefaultRewardSound	0x0C55584C
missionMultiDeliveryMaxNumItems	0x0CBF6B46
BuildingLinkIconEffectOffsetFromPlanet	0x0D0F4DE6
PaletteIDTribeCarnivore	0x0D1C36AE
badgeSightseer	0x0D403154
modelIsPlantRoot	0x0D8800EB
reverbtime	0x0DEB318A
mouthtype	0x0E40C402
editorCellPinningToRigBlocks	0x0E67BC3A
modelLeftFile	0x0F48EB09
mindistance	0x0F616B72
atmospheric	0x0F70317C
kMungeDebugMaps	0x0F950DF0
spaceToolActiveCursor	0x0F9EFF5F
PosseItemInitScaleTime	0x0FE9BA77
editorUseSpine	0x100DE9E3
modelCapabilitySpine	0x100F0F5A
editorSaveExtension	0x100F322F
editorEnabledManipulators	0x10119203
editorShowVertebrae	0x1022ADB0
shoppingCancelButton	0x1029774E
creatureSetupAskWhichScenario	0x10596926
muscleRadii	0x105F5302
muscleOffsets	0x105F5303
musclePercentages	0x105F5304
modelMinMuscleFile	0x105F54FF
spaceToolUseCost	0x10609EDF
spaceToolContext	0x10609EE4
CreaturesToFoodRatioMax	0x1063D416
DecoSurplusDelta	0x1063D453
DecoShortageDelta	0x1063D480
DecorationToNeedRatioMin	0x1063D481
cameraBreathFrequencyMin	0x10652354
cameraShakeAmplitudeMin	0x106913EB
babyBoneLength	0x10B535F0
babyBoneSize	0x10B535F1
babyBoneThickness	0x10B535F2
babySpineSize	0x10B535F3
babySpineThickness	0x10B535F4
babyMouthSize	0x10B535F5
babyGrasperSize	0x10B535F6
babySenseSize	0x10B535F7
babyAttackSize	0x10B535F8
babyFlySize	0x10B535F9
babyWalkSize	0x10B535FA
babyMouthHandles	0x10B535FB
babyGrasperHandles	0x10B535FC
babySenseHandles	0x10B535FD
babyAttackHandles	0x10B535FE
babyFlyHandles	0x10B535FF
babyWalkHandles	0x10B54CD3
ScreenEdgeExponent	0x10BDED5B
npc_turn_factor	0x1106A9E2
creatureEvoPointsToLevel_1	0x11074694
nerfMultForBabies	0x11074696
ValidateSelectedAssets	0x111A6E53
syms	0x112590ED
ProgressBarGameLevelMaterialRight	0x112DB2BC
toolBeamEffectID	0x1138C0B9
separationDistance	0x119C4AD5
creatureEvoPointsPerFruit	0x11B148CD
modelCapabilitySpeed	0x11B78A70
modelCapabilityDefense	0x11B78A71
modelCapabilityPower	0x11B78A72
modelCapabilityCellMouth	0x11B79301
modelCapabilityCellMovement	0x11B79302
modelCapabilityCellWeapon	0x11B79303
modelCapabilityCellWeaponCharging	0x11B79304
modelCapabilityCellFilter	0x11B79A70
modelCapabilityCellSpike	0x11B79A71
modelCapabilityCellJet	0x11B79A72
modelCapabilityCellEye	0x11B79A73
modelCapabilityCellJaw	0x11B79A74
modelCapabilityCellElectric	0x11B79A75
modelCapabilityCellPoison	0x11B79A76
modelCapabilityCellCilia	0x11B79A77
modelCapabilityCellPoker	0x11B79A78
forceDelta	0x11D27E35
draftingDistance	0x11D39E51
draftingForce	0x11D3A085
creatureNames	0x1204A915
editorCameraPalette	0x121D3184
creatureEvoPoints_S	0x12292735
creatureEvoPoints_XL	0x12292738
editorMoveModelToCenterOfMass	0x122A4A7B
editorSubtractPartsCostOnLoad	0x126EAAE3
editorSpineScalingNeighborInfluence	0x126EAAE4
foodValue	0x12BB0264
is3d	0x12D2A4D4
editorShowAbilityIcons	0x12EF44D9
kDayShadowColor	0x1331B443
paletteAssetSwatchHeaderIcon	0x133C3CAB
paletteAssetSwatchLockedIcon	0x133C3CAC
paletteAssetSwatchBackgroundImage	0x133C3CAD
CivicObjectCost	0x134CA1E3
modelAlternativeStaticModel	0x13C6A371
editorAssembledContentDirectory	0x13E2BDFC
leftShade	0x13EE73CD
spaceToolInvalidCursor	0x13F757C6
duckcurve	0x1446E317
sporepediaConfigRootFilterID	0x144D3099
sporepediaConfigEditorForMakeNew	0x144D309A
feedListItemMessageID	0x144D7575
browserFilterArcheTypeID	0x14593FAC
middleBoundary	0x14757808
validationSporepediaViewableTests	0x14975ADE
missionWarTurretsOnly	0x149A5CFC
editorSwatchPedestalModel	0x149C4D69
editorSwatchBackgroundModel	0x149C4D75
CameraMaxDistanceFromCenterLargeCity	0x14A618F4
missionManagerMaxNumMissions	0x14D805B0
missionManagerGapBetweenNPCMissions	0x14D805B1
missionManagerGapBetweenColonyMissions	0x14D805B2
missionManagerTrackColors	0x14D805B4
missionManagerMinEmpireSizeForArchetypeMissions	0x14D805B5
missionManagerDefaultMissionIcon	0x14D805B6
missionManagerDefaultDisasterIcon	0x14D805B7
missionManagerTeachingExploreMissions	0x14D805B8
missionManagerTeachingExpandMissions	0x14D805B9
missionManagerTeachingInteractMissions	0x14D805BA
ProgressBarCursorDeflateTimeEnd	0x14DBA2F0
missionAccidentProneRewardUnlock	0x1625A62D
missionOnRejectUnlockTool	0x1625A62E
spineHingeMaxAngleLimit	0x1631804D
EndOfLevelDispositionClamp	0x1631CFD9
modelBottomEdgeDistanceAdjustment	0x165F0E1E
missionRangeMin	0x17706BF8
ProgressBarGameLevelMaterialDelta	0x1796D928
difficultySpaceAllyHealth	0x17E57DEC
time_dilation	0x18B75C47
modelRightFile	0x18C1DBE0
EventLogExpandedTextAnimTime	0x198F0C19
ShaderPath	0x1A34E253
spaceToolPanelControlID	0x1A561F11
LineBorderThickness	0x1A5D37CD
CreateSporeStuffMenuOpenDelay	0x1B64EF80
palettePageSetId	0x1B8716D6
spaceToolPanelPosition	0x1BFC1DEE
difficultySpaceSpiceCost	0x1C2E590D
ProgressBarGameLevelWindowColorFlashFrequency	0x1C48E696
modelDefaultChannelsBBox	0x1CBB2F62
kNightShadowColor	0x1CE679BF
EditorButtonBounceDuration	0x1CF4FDC2
attenuation	0x1E4DB1EB
tutorialText	0x1E88407E
badgeReqRaresCollected	0x1F6EE366
dacoutputmode	0x1F6EF3D1
missionRangeMax	0x1F707856
missionPickClosestStar	0x1F707857
missionNumJumps	0x1F707858
missionPreferAllies	0x1F707859
missionPreferEnemies	0x1F707860
missionPlanetTScore	0x1F707861
missionPickTargetPlanet	0x1F7AAAAA
missionPickTargetAnimalSpecies	0x1F7AAAAB
palettePagePartParentPage	0x1F7D3CF3
end	0x1F92FC44
missionGenerousRewardTool	0x1FF96460
missionTargetAnimalSpecies	0x200CC87D
EventLoadScreenBufferPercentage	0x21D15631
modelMaxBallConnectorScale	0x21D55D8C
ChooseSpecialty	0x227CDEE6
palettePagePartItemColumns	0x22C47931
ProgressBarTextColorTimeEnd	0x230D767F
spineVertebraAllowedPenetrationDepth	0x23179DA5
CityRotationRingScaleFactor	0x231A946B
modelHandlePlacementTypes	0x23FC767E
rolloff	0x2406A047
difficultySpaceNPCAwareness	0x24446C70
missionGenericRewardMoney	0x24B0E0E4
posseWeaponColor	0x2587F996
gain	0x25DF0108
badgeToolspurchased	0x25F2300A
spaceToolArtifactModel	0x25F2AAA0
editorMaxHeight	0x2704959D
missionStingyRewardTool	0x27EB756A
DebugDoImpostorManagerUpdate	0x28DC0F30
GalaxyPlanetSmallImpostorScale	0x2910696F
pulseFrequency	0x298C3112
startdelay	0x29E8B9F8
ProgressBarTextColorReturnTimeStart	0x2A0E67FE
DebugShowGGEStateInfo	0x2AA556A3
AllowDeleteSpaceGames	0x2B99C096
spaceToolSaveItemPosition	0x2BA82AEC
LineIntroTimeMS	0x2C3818C4
jet_count	0x2C574746
kFogMinDensity	0x2C66E2C5
kFogMaxDensity	0x2C66E2C6
MoveVerticalMarkerTimeSeconds	0x2C8DC154
SuperPowerRaidFrequencyMultiplier	0x2DA66EC8
weapontype	0x2DC2A89D
ProgressBarGameLevelMaterialMiddle	0x2DC31839
paletteCategoryName	0x2E1942A8
modelPinningType	0x2E853ADB
cilia_count	0x2EF68471
PopupMenuBackgroundWindowExtraHeight	0x2F0BDB17
ShowTemporaryCreatureCommWindow	0x2F148028
badgeReqEcoDisasterMissionsComplete	0x2F45F0A4
SuperPowerHealthMultiplier	0x2F5C9502
modelOrientToSurfaces	0x2FF325CD
editorCameraUI	0x300DB745
editorUseSymmetry	0x300DD020
editorUseSkin	0x300DE90B
editorOnlyEditFromPalette	0x3022C4B9
cameraMinDistance	0x303EB34D
cameraInterpolatePitchTime	0x303EE4A4
modelMinSocketConnectorOffset	0x3061E2B3
modelMaxSocketConnectorOffset	0x3061E2B8
RecentAttackDelta	0x30628002
FoodShortageDelta	0x3063D320
RubbleToUsefulBuildingRatioMax	0x3063D451
cameraBreathAmplitudeMax	0x3065235A
cameraPrintDebugData	0x306536A3
spaceToolImageID	0x3068D95C
spaceToolDescription	0x3068D95D
toolGenericEffectID	0x306C86EF
cameraMouseSensitivityY	0x306D1E9E
cameraEnableAutoPitch	0x30723C1D
NewPositiveEventDelta	0x307B704E
NewNegativeEventDelta	0x307B705A
TaskGatherFruit	0x3099DEAC
palettePageNumRows	0x30A95517
editorStatsFile	0x30D8F515
editorPaintSwatchModel	0x310F0044
spaceToolMinRange	0x31192468
spaceToolMaxRange	0x3119246D
spaceToolDamageRadius	0x3119246E
toolHitGroundEffectID	0x3138C0BF
toolHitWaterEffectID	0x3138C0C2
toolHitCombatantEffectID	0x3138C0C6
toolHitOrientsToTerrain	0x3138C9B1
badgeReqPlanetsColonized	0x31611E3A
skinpaintIgnoreParticles	0x317A429D
LineDropShadowOffsetY	0x317E712A
LineDropShadowOffsetX	0x317E712B
separationForce	0x319C4A93
avoidStrangerForce	0x319C4ADF
tooCloseToGoalToFlock	0x31B02EEA
creatureEvoPointsPerCarcass	0x31B148CC
modelPointForward	0x31B7B15B
modelCapabilityHealth	0x31C3E5B2
modelSellBackFactor	0x31C7C1F3
maxSpeedVariance	0x31D2512F
creatureEvoPointsPerEgg	0x31D515AE
creatureEvoPointEffectDelay	0x31D51F1D
statsTooltips	0x31FF02BA
creatureEvoPoints_M	0x32292736
herd_audio_on	0x32380E2C
creatureAbilityDescription	0x3249A320
editorDisableCreatureAnimIK	0x324B1EBE
ProgressBarTextDeflateTimeStart	0x3274FFAC
PopupMenuScrollButtonTimerMS	0x3277992E
egg_hatch_time	0x32CA0DE1
modelCapabilityJump	0x330C117A
frequency	0x332C289D
editorMouseWheelDistanceThreshold	0x33382A22
paletteOutfitSwatchHeaderText	0x33854B51
modelCapabilitySprint	0x3386C531
ProgressBarGameLevelMaterialDeltaFail	0x338BDB14
hatchedEggModelKeys	0x33F6C3C4
sporepediaConfigSelectedFeed	0x3449565E
sporepediaConfigCallToActionMessage	0x344EC74E
paletteContentPackName	0x34CE9F7F
timelineEventLayout	0x34E3B684
modelUseHullForPicking	0x350F8605
browserAllowSortByTitle	0x352DB4A9
editorSwatchBackgroundEffect	0x35383C76
palettePageFilter	0x35919809
palettePageLayoutFile	0x35B12C24
difficultySpaceTradeToolCost	0x35EDC257
paletteCategorySequenceNumber	0x35EEB8B5
jet_graph	0x3626BB3B
modelHandleStretchSounds	0x3644A2C5
missionColonizePlanetFullRow	0x36758B07
modelBoundsCheckOnlyForDelete	0x3701D675
perfColors	0x372F49BC
badgeFlightsmade	0x376826B0
badgeReqBadgePointsEarned	0x37A262D3
EventLogDefaultInfoSound	0x3849CD23
badgeTraderoutes	0x3872BAD2
ImpostorOffset	0x38980D2B
cilia_graph	0x38EC9850
priority	0x393F7F7D
footcurvenumlegstogain	0x39B853A3
modelCenterFile	0x3A3B9D21
browserAllowSortByVehicleHealth	0x3A68C7B9
ericTools	0x3A7CA085
AudioSFXVolume	0x3AF239C4
modelHandlePlacementTypesTemplate	0x3B58C554
RequiredPopulationForEntertainment	0x3B846B2A
streambuffersize	0x3C2B4EA4
modelComplexityScore	0x3C652302
ChooseCreatureAndAssetsTogether	0x3C9010CD
spineMouseSpringElasticity	0x3CD0684F
CameraDefaultPhi	0x3D9F94D4
primitives	0x3DA0A727
EventLogDeleteSound	0x3DCA09CF
badgeReachedCash	0x3DCE555D
missionEradicateType	0x3EB161A1
GalaxySpinEffectThreshold	0x406C052B
flashLength	0x40C44A05
tutorialSelectedLinks	0x40F5515B
modelSoundParameters	0x41F72519
ChooseDifficulty	0x440754F5
badgeCivspromoted	0x44340B8F
spaceToolItemsPerRow	0x44833F26
statsExampleAnimations	0x448A1319
spaceToolItemsPerCol	0x44AE2034
editorMinHeight	0x44C7F29F
modelHandleLinkedHandles	0x45101F3E
missionStarMapEffect	0x45C00672
dialogText	0x4629EDB4
modelAlignLateralWith	0x467EF4E0
SavedGameTopMargin	0x474C9627
badgeReqStarsExplored	0x47DA68D6
missionMultiDeliveryMinNumItems	0x480E0110
badgeAestheticTools	0x48B1E34D
hutDamageHiKey	0x492D3892
hutDamageMdKey	0x492D3893
hutDamageLoKey	0x492D3894
toolDamageHiKey	0x492D3895
toolDamageMdKey	0x492D3896
toolDamageLoKey	0x492D3897
inventoryItemArtifactPlumpScale	0x49593334
EventLogPermanentGroupTopMargin	0x49B522B7
badgePlanetsconquered	0x49B76EB1
AudioSpeakerMode	0x49D4C74D
wetlevel	0x49EB68DB
editorMouseWheelTimeout	0x4A6EA1A3
pan	0x4A77693A
bullet	0x4AE4DFCD
autoduck	0x4BC09757
TooltipTimeoutTime	0x4BCCE4E0
kFogByElevCreature	0x4BF10436
ScreenEdgeBufferPercent	0x4C051403
OptionDOF	0x4C0DD839
height	0x4C47D5C0
PaletteIDCityMilitary	0x4C53D375
DisplacementLiftFactor	0x4C6F553E
driftAmplitude2	0x4E53FFA9
driftAmplitude1	0x4E53FFAA
driftAmplitude0	0x4E53FFAB
modelUnderwaterAlways	0x4E5F251C
LineColorBottom	0x4E7A7E61
modelShowoffAnimation	0x4F2F2A48
modelHasBallConnector	0x4FF31EEC
editorStartupModel	0x503D2F60
cameraInterpolateAzimuthTime	0x503EE4A2
cameraInitialRotation	0x503EE62B
muscleInterpolateDistance	0x5060D0E2
cameraEnableBreathing	0x50652350
cameraShakeAmplitudeMax	0x506913ED
cameraBreathAffectsAim	0x50692031
cameraShakeAffectsAim	0x50692288
cameraMouseSensitivityZ	0x506D1EA0
cameraAutoPitchCloseMin	0x50723C22
PlanInteractionTask	0x5099DDFC
PlanTribeCheatTask	0x5099DDFD
CheatTribeMember	0x5099DE67
CheatTribeFood	0x5099DE68
TaskTribeRecruitTribe	0x5099DEAE
TaskHunt	0x5099DEB2
TaskThrowParty	0x5099DEB6
TaskFish	0x5099DEB7
TaskIdle	0x5099DEB8
TaskRest	0x5099DEB9
TaskEat	0x5099DEBA
DebugShowPossibleStarters	0x5103FDB8
spaceToolMinDamage	0x51191D87
spaceToolMaxDamage	0x51191D8B
spaceToolRechargeRate	0x51191D8F
spaceToolType	0x51191D92
spaceToolAutoFireRate	0x51191D96
modelUseHullForBBox	0x51365D07
spaceToolChargeRate	0x51375B2D
soundtype	0x51997DB2
cohesionForce	0x519C4AD7
cohesionDistance	0x519C4AD8
alignmentForce	0x519C4AD9
modelCapabilityStealth	0x51C3E5B4
creatureNestRespawnTime_PlayerSpecies	0x51CBEAD0
localRadius	0x51D13278
modelRunTimeBoneCount	0x51FA9DFA
TooltipShowDetailTime	0x522A7DA1
verbIconsSize	0x522FA340
verbIconsNumRows	0x522FA341
verbIconsNumColumns	0x522FA342
verbIconsSpeed	0x522FA343
verbIconsFadeTimeMS	0x522FA344
herd_size_range	0x5237E2D8
creatureDistanceToActivateVerb	0x523A480E
min_herd_size	0x523A8F4C
TintAlpha	0x524FB58E
rightShade	0x526D00B0
paletteItemModelType	0x5338876F
spineVertebraeScaleOfLeastFlexibility	0x5382E2D7
eggModelKeys	0x53D75041
EventLogDefaultMissionSound	0x540BA201
spineDampingMaxInfluenceDistance	0x5446AC96
voicetemplate	0x544E850B
browserAllowSortByVehicleMilitaryPower	0x54859571
kDuskDawnStartEnd	0x54B6D2B6
consequenceTraitName	0x54D95160
consequenceTraitDescription	0x54D95161
consequenceTraitIcon	0x54D95162
consequenceTraitUnlocksSuperpowers	0x54D95163
consequenceTraitGame	0x54D95164
RelationshipEventTribeSocialPower	0x54EAB4B3
EventLogItemAnimationTime	0x5591C063
paletteAssetSwatchEditable	0x56097656
badgeFlight101Complete	0x56B5C1D1
kFogBiasByElev	0x57A0C0C2
kFogMinDistance	0x58D751BC
ProgressBarCursorDeflateTimeStart	0x58E9C68B
pulseAmplitude	0x59D61047
EventLogExpandedTextTime	0x5A0F30AE
isaggregate	0x5A32A0CE
electric_recharge_vs_small_count	0x5A38C4BA
paletteAssetSwatchNewTooltip	0x5A9E402D
TribeRotationRingOffset	0x5C291366
modelPreferToBeOnPlaneOfSymmetry	0x5C5E51EC
Density	0x5C74D18B
missionStingyRewardRelation	0x5CF5E5E0
EventLogHistoryRolloverItemAreaBottomMargin	0x5D0650E3
EventLogVisible	0x5E28A0A7
badgeReqArchetypeSwitches	0x5E814D93
editorMinimumLeglessCreatureHeight	0x5E941753
Social	0x5EC025C8
SetMaterialRecursively	0x600C2191
DebugUpdateUIRollovers	0x6028A17F
paletteAssetSwatchLoadTooltip	0x6081D87B
kLavaPCAAnimationFPS	0x60AE1385
DateTribeGameMultiplier	0x60C42ACC
EventLogDefaultTutorialSound	0x61D3A6F1
footcurvemasstogain	0x61E3EE74
friendWeaponColor	0x62872966
spineHavokWorldNumSolverIters	0x628B4BF5
TooltipFastSwitchTime	0x62D5C623
spineVelocityLimit	0x62E4DBA8
ProgressBarGameLevelMaterialLeft	0x62F1E9C9
spaceToolEmptyLayoutKey	0x637F09BD
browserSortCompareMethods	0x63E16532
ChooseCreature	0x64261B81
HandleColorRollover	0x643DA6AF
iconLarge	0x643F0973
spineErrorRecoveryVelocityExponential	0x64553361
spaceToolScrollDirection	0x6498E0EF
listeneroffset	0x64D7BE3C
tutorialLayout	0x64FE3891
EventLogShortTextWidth	0x652F5DAA
animInterruptible	0x654234DB
modelMoveBottomEdgeToSurface	0x657A035C
gameLaunchScreenImages	0x65B016DC
missionGenerousRewardMoney	0x665F8A72
kIceNightLightingScale	0x66CFC361
timelineEventRolloverText	0x66E8F2D2
ProgressBarSuccessSound	0x673663F5
TribeRotationHandleRadiusScaleFactor	0x673A79D4
DateCellGameMultiplier	0x685D81BA
spaceToolPaletteShowsFoodweb	0x68F99898
badgeFriendsDefended	0x697063D2
h4	0x69772261
h1	0x69772264
h3	0x69772266
h2	0x69772267
fruit	0x6A60E51D
spineChainDamping	0x6B2F4D59
kWaterFogMaxDist	0x6B3936A7
kWaterFogMaxDepth	0x6B3936A8
dialogTitle	0x6B8241C9
missionMultiDeliveryMaxNumBuyers	0x6C319752
DeleteGameFrameCountdown	0x6C3B40C2
DateCreatureGameStartTime	0x6CCBF2B7
SnapDistanceZoomFactor	0x6CCF2FDC
missionSubMissions	0x6D03CF70
missionTradeItemType	0x6D03CF71
missionTradeKind	0x6D03CF72
missionTrackBadgeID	0x6D03CF73
islooped	0x6DD08218
Demo	0x6DD5A65C
RotationHandlePopTimeMS	0x6E82D1F9
dspchain	0x6F166215
missionRejectPunishmentRelation	0x6F1F48AA
missionAbortPunishmentRelation	0x6F1F48AB
missionFailPunishmentRelation	0x6F1F48FE
missionLandmarkSearchRadius	0x6F1F48FF
footcurvefootsizetohipass	0x6F5B6DA8
missionGenericRewardRelation	0x6FA6F0F4
ProgressBarMaterialColorReturnTimeEnd	0x6FC8DFD3
cameraInitialOffsetX	0x6FDA2E1C
modelHasSocketConnector	0x6FF31F12
modelTypesToInteractWith	0x6FFDED92
editorBoundSize	0x700DB77D
editorUILayoutFileName	0x700ED5E1
editorSaveDirectory	0x70104290
samples	0x701ED91E
editorName	0x703E542F
cameraMaxDistance	0x703EB357
cameraInterpolateOrientationTime	0x703EE4A1
creatureSetupDefaultScenario	0x705AC46D
creatureSetupDefaultSpecies	0x705AC47B
FeastDelta	0x70627FF6
RubbleToUsefulBuildingRatioMin	0x7063D44F
DecoNeed	0x7063D452
DiminishingReturn	0x7063D568
cameraBreathSpeedMax	0x70652353
cameraEnableShaking	0x706913E6
cameraShakeSpeedMax	0x706913E8
cameraAutoPitchCloseMax	0x70723C2C
cameraAutoPitchFarMin	0x70723C32
floraSpeciesBracket	0x70A3C81D
floraMinDesiredNiche	0x70A3C826
timeBeforeBabyGrowsUp	0x70ADC7C2
babyGrowthBoost	0x70ADC7C3
faunaIsCarnivore	0x70FC1B46
faunaIsHerbivore	0x70FC1B50
faunaModelID	0x70FC1B55
creatureHungerSatisfiedPerMeatPerSec	0x7105CCE0
editorSkinResolutionRealtime	0x711306CD
editorSkinResolutionHighQuality	0x711306CE
spaceToolUpgradeFile	0x711D1AEE
creatureStartTimeOfDay	0x7163782E
cropCircleDecalEffectID	0x719F6876
spineMouseMaxForceFactor	0x71B632F5
